Year,CDS_CODE,COUNTY,DISTRICT,SCHOOL,Charter,Latitude,Longitude,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,(%)FRPM,American Indian or Alaska Native,Asian,Pacific Islander,Filipino,Hispanic or Latino,African American,White,Two or More Races,AvgScr
2015,30665970111666,Orange,Newport-Mesa Unified,Early College High,N,33.680624,-117.92783,41.0,34.0,20.0,20.0,21.0,20.0,17.0,50.0,69.87951807228916,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.0,0.6341463414634146,0.0,0.2682926829268293,0.0,20.25
2015,30665973031697,Orange,Newport-Mesa Unified,Corona del Mar High,N,33.635472,-117.87623,416.0,281.0,27.0,26.0,26.0,26.0,250.0,88.97,6.726632772780603,0.002403846153846154,0.09615384615384616,0.002403846153846154,0.009615384615384616,0.04807692307692308,0.009615384615384616,0.8173076923076923,0.014423076923076924,26.25
2015,30665973031853,Orange,Newport-Mesa Unified,Costa Mesa High,N,33.670975,-117.90764,248.0,54.0,21.0,22.0,22.0,21.0,25.0,46.3,72.06295671725688,0.0,0.06854838709677419,0.012096774193548387,0.024193548387096774,0.6532258064516129,0.04032258064516129,0.1935483870967742,0.008064516129032258,21.5
2015,30665973032000,Orange,Newport-Mesa Unified,Estancia High,N,33.659962,-117.93377,327.0,17.0,24.0,26.0,23.0,23.0,14.0,82.35,71.68539325842697,0.0,0.009174311926605505,0.0061162079510703364,0.021406727828746176,0.72782874617737,0.01529051987767584,0.20795107033639143,0.012232415902140673,24.0
2015,30665973035045,Orange,Newport-Mesa Unified,Newport Harbor High,N,33.623857,-117.91321,568.0,276.0,24.0,24.0,24.0,24.0,206.0,74.64,35.58386411889597,0.0035211267605633804,0.01936619718309859,0.00528169014084507,0.00528169014084507,0.33098591549295775,0.007042253521126761,0.6197183098591549,0.008802816901408451,24.0
2015,30666213030046,Orange,Orange Unified,Canyon High,N,33.847914,-117.79000,568.0,166.0,25.0,26.0,25.0,25.0,141.0,84.94,10.607356715141146,0.007042253521126761,0.20246478873239437,0.0035211267605633804,0.02992957746478873,0.20246478873239437,0.01936619718309859,0.5088028169014085,0.02464788732394366,25.25
2015,30666213031952,Orange,Orange Unified,El Modena High,N,33.791417,-117.81251,547.0,68.0,24.0,25.0,24.0,24.0,50.0,73.53,41.939890710382514,0.0,0.06581352833638025,0.003656307129798903,0.010968921389396709,0.5722120658135283,0.016453382084095063,0.3180987202925046,0.012797074954296161,24.25
2015,30666213035409,Orange,Orange Unified,Orange High,N,33.796223,-117.84872,412.0,19.0,18.0,19.0,20.0,20.0,6.0,31.58,72.85936689154126,0.0024271844660194173,0.038834951456310676,0.0024271844660194173,0.009708737864077669,0.8300970873786407,0.012135922330097087,0.09951456310679611,0.0048543689320388345,19.25
2015,30666213038098,Orange,Orange Unified,Villa Park High,N,33.817759,-117.81777,566.0,132.0,24.0,24.0,25.0,24.0,101.0,76.52,27.878787878787882,0.0017667844522968198,0.0989399293286219,0.00530035335689046,0.030035335689045935,0.3621908127208481,0.0088339222614841,0.45936395759717313,0.026501766784452298,24.25
2015,30666470119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,N,33.899211,-117.78732,437.0,158.0,25.0,25.0,26.0,25.0,133.0,84.18,10.576923076923077,0.002288329519450801,0.16933638443935928,0.0,0.02517162471395881,0.15560640732265446,0.018306636155606407,0.6132723112128147,0.013729977116704805,25.25
2015,30666473030053,Orange,Placentia-Yorba Linda Unified,Esperanza High,N,33.868186,-117.80429,456.0,118.0,24.0,24.0,24.0,24.0,89.0,75.42,22.981700753498384,0.006578947368421052,0.125,0.0,0.006578947368421052,0.27850877192982454,0.019736842105263157,0.5548245614035088,0.0043859649122807015,24.0
2015,30666473031929,Orange,Placentia-Yorba Linda Unified,El Dorado High,N,33.892000,-117.85621,445.0,69.0,24.0,24.0,25.0,24.0,54.0,78.26,24.159663865546218,0.0022471910112359553,0.09438202247191012,0.0,0.01348314606741573,0.24269662921348314,0.038202247191011236,0.5932584269662922,0.01348314606741573,24.25
2015,30666473038023,Orange,Placentia-Yorba Linda Unified,Valencia High,N,33.875951,-117.86928,635.0,151.0,24.0,25.0,26.0,25.0,110.0,72.85,58.1021897810219,0.0031496062992125984,0.16850393700787403,0.006299212598425197,0.025196850393700787,0.573228346456693,0.02047244094488189,0.19055118110236222,0.004724409448818898,25.0
2015,30666700106567,Orange,Santa Ana Unified,Nova Academy,Y,33.747652,-117.87308,100.0,34.0,20.0,20.0,21.0,20.0,14.0,41.18,82.33830845771143,0.0,0.02,0.0,0.01,0.95,0.0,0.01,0.01,20.25
2015,30666700108365,Orange,Santa Ana Unified,Segerstrom High,N,33.700102,-117.89828,537.0,136.0,20.0,21.0,21.0,19.0,53.0,38.97,85.80974842767296,0.00186219739292365,0.07635009310986965,0.0,0.01303538175046555,0.88268156424581,0.00931098696461825,0.00931098696461825,0.0074487895716946,20.25
2015,30666700114736,Orange,Santa Ana Unified,Hector G. Godinez,N,33.723465,-117.90782,614.0,211.0,18.0,19.0,20.0,19.0,77.0,36.49,92.42250287026407,0.0016286644951140066,0.016286644951140065,0.0,0.0,0.9674267100977199,0.008143322475570033,0.006514657980456026,0.0,19.0
2015,30666703030491,Orange,Santa Ana Unified,Century High,N,33.730209,-117.85036,430.0,71.0,15.0,17.0,17.0,16.0,11.0,15.49,93.8304721030043,0.0,0.02558139534883721,0.0,0.002325581395348837,0.9697674418604652,0.0,0.002325581395348837,0.0,16.25
2015,30666703030608,Orange,Santa Ana Unified,Middle College High,N,33.759971,-117.88833,80.0,71.0,20.0,21.0,21.0,20.0,32.0,45.07,90.54878048780488,0.0125,0.025,0.0,0.0,0.9625,0.0,0.0,0.0,20.5
2015,30666703030723,Orange,Santa Ana Unified,OCSA,Y,33.754066,-117.86760,360.0,197.0,28.0,27.0,25.0,25.0,173.0,87.82,10.40582726326743,0.002777777777777778,0.1388888888888889,0.002777777777777778,0.019444444444444445,0.19444444444444445,0.013888888888888888,0.5277777777777778,0.1,26.25
2015,30666703035821,Orange,Santa Ana Unified,Saddleback High,N,33.709117,-117.87677,451.0,93.0,16.0,17.0,19.0,18.0,17.0,18.28,90.47337278106508,0.0,0.028824833702882482,0.0,0.0066518847006651885,0.9534368070953437,0.0,0.011086474501108648,0.0,17.5
2015,30666703036357,Orange,Santa Ana Unified,Santa Ana High,N,33.744416,-117.87467,577.0,81.0,16.0,17.0,19.0,18.0,16.0,19.75,92.84932506384531,0.0,0.0017331022530329288,0.0017331022530329288,0.0,0.9809358752166378,0.006932409012131715,0.006932409012131715,0.0017331022530329288,17.5
2015,30666703036456,Orange,Santa Ana Unified,Valley High,N,33.723716,-117.90130,528.0,69.0,16.0,18.0,18.0,17.0,13.0,18.84,90.01325673884224,0.0,0.022727272727272728,0.003787878787878788,0.003787878787878788,0.9678030303030303,0.0,0.001893939393939394,0.0,17.25
2015,30736353030061,Orange,Saddleback Valley Unified,El Toro High,N,33.635823,-117.68933,590.0,160.0,25.0,25.0,25.0,24.0,127.0,79.38,20.133437990580845,0.005084745762711864,0.0711864406779661,0.003389830508474576,0.0576271186440678,0.3050847457627119,0.01694915254237288,0.5016949152542373,0.03389830508474576,24.75
2015,30736353030244,Orange,Saddleback Valley Unified,Laguna Hills High,N,33.594318,-117.70108,408.0,135.0,24.0,25.0,24.0,24.0,109.0,80.74,27.40560292326431,0.0024509803921568627,0.08823529411764706,0.0024509803921568627,0.04656862745098039,0.3235294117647059,0.0196078431372549,0.48284313725490197,0.03431372549019608,24.25
2015,30736353030392,Orange,Saddleback Valley Unified,Trabuco Hills High,N,33.653090,-117.65148,682.0,166.0,25.0,26.0,26.0,25.0,141.0,84.94,13.986486486486486,0.002932551319648094,0.0718475073313783,0.001466275659824047,0.05571847507331378,0.23020527859237536,0.013196480938416423,0.5733137829912024,0.051319648093841645,25.5
2015,30736353034956,Orange,Saddleback Valley Unified,Mission Viejo High,N,33.599393,-117.67182,618.0,232.0,25.0,25.0,25.0,25.0,196.0,84.48,17.760459392945037,0.006472491909385114,0.07766990291262135,0.009708737864077669,0.022653721682847898,0.24271844660194175,0.019417475728155338,0.6035598705501618,0.014563106796116505,25.0
2015,30736430102871,Orange,Tustin Unified,Arnold O. Beckman High,N,33.718710,-117.78076,590.0,237.0,26.0,26.0,27.0,25.0,200.0,84.39,22.77190332326284,0.0,0.3474576271186441,0.0,0.025423728813559324,0.23728813559322035,0.022033898305084745,0.3423728813559322,0.01694915254237288,26.0
2015,30736433032109,Orange,Tustin Unified,Foothill High,N,33.765927,-117.79929,598.0,223.0,25.0,26.0,25.0,24.0,188.0,84.3,24.623911322248617,0.0016722408026755853,0.051839464882943144,0.0033444816053511705,0.013377926421404682,0.38294314381270905,0.020066889632107024,0.5083612040133779,0.01839464882943144,25.0
2015,30736433037553,Orange,Tustin Unified,Tustin High,N,33.735057,-117.81658,569.0,74.0,23.0,23.0,23.0,22.0,48.0,64.86,65.14756944444444,0.005272407732864675,0.06854130052724078,0.01757469244288225,0.022847100175746926,0.6906854130052724,0.028119507908611598,0.1546572934973638,0.007029876977152899,22.75
2015,30736503030152,Orange,Irvine Unified,Irvine High,N,33.701535,-117.78289,461.0,115.0,28.0,27.0,28.0,27.0,106.0,92.17,22.865853658536587,0.0021691973969631237,0.40130151843817785,0.0021691973969631237,0.05856832971800434,0.13232104121475055,0.03253796095444685,0.31019522776572667,0.05639913232104121,27.5
2015,30736503030285,Orange,Irvine Unified,Woodbridge High,N,33.677880,-117.80572,615.0,230.0,26.0,26.0,28.0,26.0,201.0,87.39,16.129032258064516,0.0,0.34796747967479674,0.0016260162601626016,0.03414634146341464,0.11707317073170732,0.011382113821138212,0.43414634146341463,0.05040650406504065,26.5
2015,30736503030657,Orange,Irvine Unified,Northwood High,N,33.729281,-117.75127,537.0,299.0,29.0,29.0,30.0,28.0,294.0,98.33,6.764841233317993,0.0037243947858473,0.5363128491620112,0.0,0.035381750465549346,0.07076350093109869,0.0111731843575419,0.29608938547486036,0.04655493482309125,29.0
2015,30736503035102,Orange,Irvine Unified,University High,N,33.650650,-117.82212,648.0,313.0,28.0,28.0,30.0,28.0,292.0,93.29,15.156311832212111,0.004629629629629629,0.49228395061728397,0.0030864197530864196,0.032407407407407406,0.04938271604938271,0.024691358024691357,0.35802469135802467,0.032407407407407406,28.5
2015,30739243033917,Orange,Los Alamitos Unified,Los Alamitos High,N,33.810366,-118.06868,721.0,278.0,25.0,25.0,24.0,24.0,213.0,76.62,13.76063183475091,0.0013869625520110957,0.09847434119278779,0.006934812760055479,0.027739251040221916,0.19694868238557559,0.030513176144244106,0.5977808599167822,0.03744798890429958,24.5
2015,31668943131851,Placer,Placer Union High,Colfax High,N,39.108820,-120.96374,171.0,37.0,24.0,25.0,23.0,23.0,25.0,67.57,31.790123456790127,0.005847953216374269,0.005847953216374269,0.0,0.0,0.08771929824561403,0.005847953216374269,0.8771929824561403,0.011695906432748537,23.75
2015,31668943132453,Placer,Placer Union High,Del Oro High,N,38.831601,-121.18491,398.0,150.0,25.0,25.0,24.0,24.0,121.0,80.67,12.8023598820059,0.02512562814070352,0.007537688442211055,0.002512562814070352,0.01256281407035176,0.10804020100502512,0.002512562814070352,0.7386934673366834,0.07788944723618091,24.5
2015,31668943135704,Placer,Placer Union High,Placer High,N,38.895954,-121.07051,308.0,70.0,24.0,25.0,24.0,23.0,53.0,75.71,29.004329004329005,0.012987012987012988,0.012987012987012988,0.003246753246753247,0.006493506493506494,0.18181818181818182,0.00974025974025974,0.7012987012987013,0.06818181818181818,24.0
2015,31669280116459,Placer,Roseville Joint Union High,Antelope High,N,38.710728,-121.35597,408.0,179.0,21.0,22.0,22.0,22.0,103.0,57.54,53.226696083838945,0.00980392156862745,0.10049019607843138,0.0024509803921568627,0.058823529411764705,0.19362745098039216,0.07352941176470588,0.5098039215686274,0.04656862745098039,21.75
2015,31669283130176,Placer,Roseville Joint Union High,Woodcreek High,N,38.761015,-121.33250,545.0,170.0,23.0,25.0,24.0,24.0,127.0,74.71,21.173814898419867,0.007339449541284404,0.05137614678899083,0.005504587155963303,0.045871559633027525,0.12660550458715597,0.031192660550458717,0.6642201834862386,0.060550458715596334,24.0
2015,31669283130184,Placer,Roseville Joint Union High,Granite Bay High,N,38.733581,-121.21461,550.0,283.0,25.0,26.0,26.0,25.0,240.0,84.81,9.80297933685728,0.005454545454545455,0.09454545454545454,0.0,0.02727272727272727,0.10363636363636364,0.02181818181818182,0.6854545454545454,0.05818181818181818,25.5
2015,31669283135308,Placer,Roseville Joint Union High,Oakmont High,N,38.729519,-121.26118,413.0,88.0,24.0,25.0,25.0,24.0,69.0,78.41,29.68835429196282,0.009685230024213076,0.0774818401937046,0.007263922518159807,0.04600484261501211,0.19128329297820823,0.024213075060532687,0.5980629539951574,0.04600484261501211,24.5
2015,31669283136504,Placer,Roseville Joint Union High,Roseville High,N,38.756363,-121.27684,468.0,166.0,22.0,23.0,23.0,22.0,105.0,63.25,33.18227593152064,0.002136752136752137,0.049145299145299144,0.0,0.04487179487179487,0.22008547008547008,0.029914529914529916,0.6068376068376068,0.04700854700854701,22.5
2015,31669443130010,Placer,Tahoe-Truckee Unified,North Tahoe High,N,39.195041,-120.12049,71.0,28.0,25.0,26.0,25.0,24.0,25.0,89.29,38.76923076923077,0.014084507042253521,0.014084507042253521,0.0,0.0,0.352112676056338,0.0,0.6056338028169014,0.0,25.0
2015,31669443138500,Placer,Tahoe-Truckee Unified,Tahoe Truckee High,N,39.324789,-120.21621,143.0,61.0,25.0,25.0,25.0,24.0,49.0,80.33,33.181126331811264,0.006993006993006993,0.0,0.0,0.0,0.3076923076923077,0.006993006993006993,0.6573426573426573,0.013986013986013986,24.75
2015,31669513130168,Placer,Western Placer Unified,Horizon Charter,Y,38.897444,-121.33550,239.0,13.0,22.0,22.0,22.0,22.0,7.0,53.85,58.902077151335305,0.016736401673640166,0.008368200836820083,0.008368200836820083,0.012552301255230125,0.14644351464435146,0.06694560669456066,0.7238493723849372,0.0,22.0
2015,31669513134657,Placer,Western Placer Unified,Lincoln High,N,38.895689,-121.29668,331.0,67.0,23.0,24.0,23.0,23.0,43.0,64.18,34.51004260499087,0.01812688821752266,0.03323262839879154,0.0030211480362537764,0.021148036253776436,0.29607250755287007,0.00906344410876133,0.5830815709969789,0.03625377643504532,23.25
2015,31750850108084,Placer,Rocklin Unified,Whitney High,N,38.834335,-121.28900,440.0,135.0,23.0,24.0,24.0,24.0,100.0,74.07,20.50882658359294,0.00909090909090909,0.075,0.006818181818181818,0.05454545454545454,0.13863636363636364,0.022727272727272728,0.6295454545454545,0.06363636363636363,23.75
2015,31750850119487,Placer,Rocklin Unified,Western Sierra Collegiate Academy,Y,38.811611,-121.29815,67.0,28.0,27.0,27.0,24.0,24.0,22.0,78.57,8.19672131147541,0.014925373134328358,0.05970149253731343,0.0,0.07462686567164178,0.11940298507462686,0.0,0.6716417910447762,0.05970149253731343,25.5
2015,31750853130150,Placer,Rocklin Unified,Rocklin High,N,38.814645,-121.25386,428.0,184.0,24.0,24.0,25.0,24.0,151.0,82.07,13.995726495726496,0.0,0.0397196261682243,0.009345794392523364,0.03271028037383177,0.14953271028037382,0.004672897196261682,0.6939252336448598,0.06542056074766354,24.25
2015,32669693236007,Plumas,Plumas Unified,Quincy Junior/Senior High,N,39.963784,-120.89885,59.0,14.0,24.0,24.0,24.0,23.0,10.0,71.43,27.659574468085108,0.06779661016949153,0.01694915254237288,0.0,0.0,0.06779661016949153,0.01694915254237288,0.8135593220338984,0.01694915254237288,23.75
2015,33103300110833,Riverside,Riverside County Office of Education,River Springs Charter,Y,33.511615,-117.15768,198.0,22.0,22.0,22.0,21.0,22.0,12.0,54.55,45.415338458653665,0.015151515151515152,0.020202020202020204,0.0,0.020202020202020204,0.3686868686868687,0.03535353535353535,0.5,0.04040404040404041,21.75
2015,33669773330008,Riverside,Alvord Unified,La Sierra High,N,33.911820,-117.48289,700.0,145.0,20.0,20.0,21.0,20.0,61.0,42.07,76.04117922321011,0.0014285714285714286,0.054285714285714284,0.005714285714285714,0.04,0.6585714285714286,0.055714285714285716,0.17285714285714285,0.011428571428571429,20.25
2015,33669773334299,Riverside,Alvord Unified,Norte Vista High,N,33.950014,-117.47269,490.0,102.0,19.0,19.0,21.0,20.0,44.0,43.14,89.99543170397442,0.0020408163265306124,0.02857142857142857,0.0,0.004081632653061225,0.8734693877551021,0.0163265306122449,0.06938775510204082,0.006122448979591836,19.75
2015,33669853330214,Riverside,Banning Unified,Banning High,N,33.918047,-116.87817,239.0,33.0,17.0,18.0,17.0,18.0,9.0,27.27,79.89371124889283,0.03765690376569038,0.07112970711297072,0.0,0.008368200836820083,0.5983263598326359,0.11715481171548117,0.1297071129707113,0.03765690376569038,17.5
2015,33669933330479,Riverside,Beaumont Unified,Beaumont Senior High,N,33.968717,-116.97914,578.0,73.0,20.0,21.0,20.0,20.0,34.0,46.58,57.09728867623605,0.0034602076124567475,0.025951557093425604,0.006920415224913495,0.04671280276816609,0.5259515570934256,0.050173010380622836,0.328719723183391,0.012110726643598616,20.25
2015,33670330110627,Riverside,Corona-Norco Unified,Eleanor Roosevelt High,N,33.954072,-117.56779,800.0,295.0,20.0,21.0,21.0,21.0,157.0,53.22,41.44260599793175,0.00625,0.12875,0.00125,0.06125,0.46125,0.14125,0.1675,0.00375,20.75
2015,33670330110759,Riverside,Corona-Norco Unified,John F. Kennedy High,N,33.915545,-117.56735,200.0,106.0,21.0,22.0,21.0,22.0,59.0,55.66,35.60371517027864,0.005,0.095,0.015,0.02,0.37,0.07,0.42,0.0,21.5
2015,33670333330446,Riverside,Corona-Norco Unified,Centennial High,N,33.855938,-117.54473,737.0,232.0,21.0,22.0,23.0,22.0,138.0,59.48,48.548094373865695,0.0013568521031207597,0.10176390773405698,0.0013568521031207597,0.04341926729986431,0.5671641791044776,0.09090909090909091,0.18046132971506107,0.012211668928086838,22.0
2015,33670333330701,Riverside,Corona-Norco Unified,Santiago High,N,33.833999,-117.54604,822.0,296.0,21.0,22.0,22.0,21.0,169.0,57.09,25.13542795232936,0.0036496350364963502,0.09245742092457421,0.0,0.027980535279805353,0.34793187347931875,0.06082725060827251,0.46472019464720193,0.0024330900243309003,21.5
2015,33670333331600,Riverside,Corona-Norco Unified,Corona High,N,33.873155,-117.58525,622.0,120.0,19.0,20.0,20.0,20.0,54.0,45.0,60.14319809069213,0.003215434083601286,0.03376205787781351,0.001607717041800643,0.017684887459807074,0.6109324758842444,0.04662379421221865,0.2765273311897106,0.003215434083601286,19.75
2015,33670333334232,Riverside,Corona-Norco Unified,Norco High,N,33.911862,-117.54821,528.0,113.0,21.0,22.0,22.0,22.0,66.0,58.41,37.34402852049911,0.0,0.030303030303030304,0.003787878787878788,0.011363636363636364,0.4185606060606061,0.03409090909090909,0.5,0.001893939393939394,21.75
2015,33670580118885,Riverside,Desert Sands Unified,Shadow Hills High,N,33.764870,-116.27021,371.0,44.0,19.0,20.0,20.0,20.0,18.0,40.91,70.44825677919204,0.0026954177897574125,0.0026954177897574125,0.0,0.005390835579514825,0.8382749326145552,0.013477088948787063,0.1320754716981132,0.005390835579514825,19.75
2015,33670583330388,Riverside,Desert Sands Unified,Palm Desert High,N,33.733542,-116.35769,466.0,124.0,23.0,24.0,23.0,23.0,80.0,64.52,43.105158730158735,0.006437768240343348,0.03648068669527897,0.0,0.015021459227467811,0.388412017167382,0.017167381974248927,0.5107296137339056,0.01072961373390558,23.25
2015,33670583330669,Riverside,Desert Sands Unified,La Quinta High,N,33.713506,-116.28052,697.0,146.0,20.0,21.0,22.0,21.0,73.0,50.0,52.771855010660985,0.0014347202295552368,0.02582496413199426,0.0014347202295552368,0.01291248206599713,0.6126255380200861,0.03012912482065997,0.30272596843615496,0.005738880918220947,21.0
