cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
34752830000000,D,                                                  ,Natomas Unified                                   ,Sacramento     ,1014,650,16,18,18,17,156,24.00
34752830102236,S,Inderkum High                                     ,Natomas Unified                                   ,Sacramento     ,389,372,16,18,18,18,89,23.92
34752830112425,S,Natomas Pacific Pathways Prep                     ,Natomas Unified                                   ,Sacramento     ,156,45,21,21,21,20,24,53.33
34752833430584,S,Natomas High                                      ,Natomas Unified                                   ,Sacramento     ,205,172,14,16,16,15,17,9.88
34752833430626,S,Discovery High                                    ,Natomas Unified                                   ,Sacramento     ,145,16,8,12,14,11,0,0.00
34752833430659,S,Natomas Charter                                   ,Natomas Unified                                   ,Sacramento     ,118,45,23,23,21,21,26,57.78
34765050000000,D,                                                  ,Twin Rivers Unified                               ,Sacramento     ,2649,291,17,19,18,19,83,28.52
34765050101832,S,Futures High                                      ,Twin Rivers Unified                               ,Sacramento     ,87,1,*,*,*,*,*,*
34765050108415,S,Heritage Peak Charter                             ,Twin Rivers Unified                               ,Sacramento     ,191,3,*,*,*,*,*,*
34765050108795,S,Creative Connections Arts Academy                 ,Twin Rivers Unified                               ,Sacramento     ,34,8,*,*,*,*,*,*
34765050108837,S,Community Collaborative Charter                   ,Twin Rivers Unified                               ,Sacramento     ,192,0,N/A,N/A,N/A,N/A,N/A,N/A
34765050114272,S,SAVA: Sacramento Academic and Vocational Academy  ,Twin Rivers Unified                               ,Sacramento     ,364,0,N/A,N/A,N/A,N/A,N/A,N/A
34765050130757,S,Highlands Community Charter                       ,Twin Rivers Unified                               ,Sacramento     ,202,0,N/A,N/A,N/A,N/A,N/A,N/A
34765053430634,S,Elwood J. Keema High                              ,Twin Rivers Unified                               ,Sacramento     ,226,0,N/A,N/A,N/A,N/A,N/A,N/A
34765053433265,S,Foothill High                                     ,Twin Rivers Unified                               ,Sacramento     ,197,25,20,21,19,20,10,40.00
34765053433794,S,Grant Union High                                  ,Twin Rivers Unified                               ,Sacramento     ,367,130,16,17,17,17,23,17.69
34765053434370,S,Highlands High                                    ,Twin Rivers Unified                               ,Sacramento     ,193,49,17,19,19,19,15,30.61
34765053436979,S,Rio Linda High                                    ,Twin Rivers Unified                               ,Sacramento     ,351,75,18,20,20,20,27,36.00
35000000000000,C,                                                  ,                                                  ,San Benito     ,871,168,20,21,20,20,69,41.07
35675380000000,D,                                                  ,San Benito High                                   ,San Benito     ,767,165,20,21,20,20,68,41.21
35675383537008,S,San Benito High                                   ,San Benito High                                   ,San Benito     ,698,165,20,21,20,20,68,41.21
35752590000000,D,                                                  ,Aromas/San Juan Unified                           ,San Benito     ,95,3,*,*,*,*,*,*
35752593530060,S,Anzar High                                        ,Aromas/San Juan Unified                           ,San Benito     ,95,3,*,*,*,*,*,*
36000000000000,C,                                                  ,                                                  ,San Bernardino ,33492,5537,19,20,21,20,2296,41.47
36103630000000,D,                                                  ,San Bernardino County Office of Education         ,San Bernardino ,440,0,N/A,N/A,N/A,N/A,N/A,N/A
36675870000000,D,                                                  ,Adelanto Elementary                               ,San Bernardino ,869,1,*,*,*,*,*,*
36675870120592,S,Alta Vista Public                                 ,Adelanto Elementary                               ,San Bernardino ,806,0,N/A,N/A,N/A,N/A,N/A,N/A
36675870128462,S,Taylion High Desert Academy/Adelanto              ,Adelanto Elementary                               ,San Bernardino ,63,1,*,*,*,*,*,*
36676110000000,D,                                                  ,Barstow Unified                                   ,San Bernardino ,413,36,17,18,20,18,11,30.56
36676113630803,S,Barstow High                                      ,Barstow Unified                                   ,San Bernardino ,307,36,17,18,20,18,11,30.56
36676370000000,D,                                                  ,Bear Valley Unified                               ,San Bernardino ,165,13,*,*,*,*,*,*
36676373631066,S,Big Bear High                                     ,Bear Valley Unified                               ,San Bernardino ,146,13,*,*,*,*,*,*
36676520000000,D,                                                  ,Chaffey Joint Union High                          ,San Bernardino ,6317,1362,20,21,21,20,621,45.59
36676520126243,S,Chaffey District Online High                      ,Chaffey Joint Union High                          ,San Bernardino ,33,5,*,*,*,*,*,*
36676523630225,S,Alta Loma High                                    ,Chaffey Joint Union High                          ,San Bernardino ,620,123,21,22,22,22,69,56.10
36676523630373,S,Etiwanda High                                     ,Chaffey Joint Union High                          ,San Bernardino ,815,182,20,21,21,21,81,44.51
36676523630571,S,Rancho Cucamonga High                             ,Chaffey Joint Union High                          ,San Bernardino ,937,213,21,22,22,21,116,54.46
